Kategori,Pesan
ham,"Memperkenalkan iijurnals online baru! Jurnal investor institusional sekarang diterbitkan secara online! Pelanggan yang terhormat, Langganan Jurnal Investor Institusional Anda sekarang termasuk akses gratis ke situs web teks lengkap. Kunjungi www. iIJurnals. com dan masuk ke beranda iijournals baru - - dari sana Anda dapat pergi ke salah satu situs spesifik jurnal. Anda dapat masuk hari ini dengan informasi akun berikut. UserId: 13417514 Kata Sandi: 13417514 Fitur Situs Baru di http: / / www. iIJurnals. com: - Baca teks lengkapnya - edisi terkini online sebelum edisi kertas mencapai kotak surat Anda. - Gunakan mesin pencari kata kunci untuk mencari melalui seluruh daftar abstrak iijournals. - Akses Online Artikel apa pun yang telah diterbitkan sejak Januari 1999. - Perbarui informasi pribadi Anda, ubah alamat surat Anda, atau cicipi jurnal investor institusional lainnya. Untuk Membaca Lengkap - Artikel Teks: Sebelum mengakses Teks Artikel Lengkap di Situs Web Jurnal Investor Institusional, Anda perlu menginstal Adobe Acrobat 4. 0 dan Fileopen. Ini adalah proses satu - waktu dan hanya perlu beberapa menit. Silakan kunjungi halaman ""Cara Membaca Artikel"" kami di situs web. Klik di sini untuk menautkan: http: / / www. iIJurnals. Com / Common / ReadArticles. ASP Kami harap Anda menikmati situs web baru ini. Jika Anda memiliki pertanyaan tambahan, komentar, atau saran tentang situs web, silakan kirim email ke info @ iijournals. com atau telepon (212) 224 - 3664. Hormat kami, Penerbit Allison Adams http: / / www. iIJurnals. com"
ham,"Lelang Kombinatorial - Latar Belakang 11 Januari MTG - - - - - Dikeret oleh Greg Woulfe / Enron Communications pada 12/28/00 09: 58 AM - - - - - Chonawee Supatgiat @ Enron 12/22 / 00 05: 08 PM ke: Stinson Gibner / Hou / ect @ ect, Greg Woulfe / Enron Communications @ Enron Communications CC: Subjek: Lelang Kombinatorial Stinson dan Greg, saya telah membaca makalah ""Lelang kombinatorial dengan banyak pemenang untuk layanan universal"" dari Richard Steinberg dan Frank Kelly. Mereka mengusulkan lelang kombinatorial yang merupakan pelelangan untuk beberapa item yang memungkinkan penawar untuk mewujudkan sinergi mereka tentang kombinasi item. Lelang kombinatorial disesuaikan untuk komoditas bandwidth karena sebagian besar penawar di pasar memiliki sinergi tentang kombinasi item. Misalnya, jika kami ingin mendapatkan bandwidth antara Boston dan DC, kami akan menawar Boston - NY dan NY - DC. Ini akan sangat berharga bagi kami hanya jika kami memenangkan kedua tautan. Jika kami hanya memenangkan satu tautan, itu tidak berguna. Dalam makalah, mereka mengusulkan metode lelang tetapi metode mereka belum diuji atau divalidasi. Saya belum memeriksa proposisi mereka secara matematis tetapi makalah mereka diterbitkan dalam Ilmu Manajemen, jadi saya pikir itu harus baik -baik saja. Saya akan melihatnya secara lebih detail dan memberi tahu Anda. Bagaimanapun, ada juga lelang kombinatorial lain yang sebenarnya digunakan, misalnya, lelang PPA pemerintah Alberta bahwa Enron Kanada berpartisipasi 3 - 4 bulan yang lalu. Berdasarkan posisi panjang kami pada bandwidth, lelang dan pertukaran mungkin merupakan saluran yang baik untuk membuang bandwidth kami yang tidak digunakan (atau tidak terjual). Saya tahu tidak ada banyak permintaan di pasar. Tetapi jika kita membuka lelang atau pertukaran kombinatorial, kita mungkin dapat meningkatkan pangsa pasar kita. (dengan mengambil permintaan dari pesaing kami). Saya percaya, saat ini, tidak ada pertukaran bandwidth yang memungkinkan tawaran ""kombinatorial"". Jika kita yang pertama melakukannya, kita dapat meningkatkan saluran penjualan kita dan mendapatkan beberapa pangsa pasar. (Catatan: Lelang -> satu penjual dan banyak pembeli: pertukaran -> banyak penjual dan banyak pembeli.) Selain itu, saya pikir pelelangan bandwidth yang tidak terjual tidak akan menyakiti kami karena kami tidak dapat menjualnya. Selain itu, kita sendiri bisa menjadi penawar dummy dalam sistem dan menawar dalam pelelangan. Jika tawaran kemenangan saat ini terlalu rendah, kita bisa selesai - menawar dan menyimpan produk. Dengan cara ini, kita secara tidak langsung dapat memberikan harga cadangan pada produk. Mari bertemu sekitar minggu pertama Januari. - Chonawee"
ham,"Re: Terima kasih dari Enpower, sama -sama. Dengan senang hati saya bekerja dengan tim Enpower yang berbakat. Zimin Zhiyun Yang @ Enron 01/04 / 2001 05: 29 PM ke: Zimin lu / hou / ect @ ect CC: Subjek: Terima kasih Hi Zimin: Terima kasih banyak atas penjelasan opsi spread, ini bukan bantuan murah yang murah . - Zhiyun"
ham,"Liburan Goodmorning, saya akan keluar dari kantor untuk liburan selama beberapa hari ke depan. Terima kasih Kevin Moore sampai jumpa saat saya kembali."
ham,"Rekayasa Jaringan Optik & Enron Penelitian Offsite Meeting Hai John, sesuai diskusi dan e - surat kami, saya menyarankan tanggal berikut untuk subjek di luar lokasi: 14 April & 15 (Jumat & Sabtu). Tempat dan agenda yang harus diikuti setelah tanggal ini dipakukan. Kepala masing -masing kelompok akan memutuskan siapa yang akan hadir. Kami juga akan mengundang Kevin Hannon, Scott Yeager, Tom Gros, Ted Seitz dan Jean Mrha begitu tanggal dan agenda disepakati oleh orang -orang teknis. Seperti sebelumnya, idenya adalah untuk memperkenalkan dua kelompok paling teknis dalam Enron dan untuk bertukar ide dan masalah. Tim Peneliti Enron akan memberikan presentasi perdagangan dan pemodelan dan tim rekayasa jaringan optik akan menyajikan topik terkait jaringan dan komponen. Mengambil jauh dari dua hari adalah untuk menyediakan kelompok John Griebling dengan pemahaman yang lebih baik tentang bagaimana pasar perdagangan telah dikembangkan secara umum dan pasar energi khususnya melalui Enron (i. E., Bagaimana sosis dibuat!). Demikian juga, grup John akan memberi kita pemahaman yang lebih baik tentang jaringan optik dari perspektif teknis. Secara khusus, bagaimana EBS berencana untuk mengembangkan jaringan optik yang dialihkan secara puplik (PSON) bahwa John telah 'mencap' jaringan berbasis pooling point kami! Harap balas secepatnya jika dua hari ini (14 & 15 April) akan berhasil. Selain itu, John, adalah saran asli untuk menahannya di kabin Scott Yeager di suatu tempat di Colorado Mts. masih memegang? Jika ya, saya mungkin harus memberi tahu Scott! Jika tidak, saya akan mencoba mencari tempat lain - - ada saran, ada orang? Salam, Ravi."
ham,"Re: Craig, terima kasih atas umpan baliknya. Elena benar -benar hebat dan saya pikir dia akan menjadi aset Enron yang hebat. Vince Craig Breslau 08 /09 /2000 09: 19:00 untuk: Vince J Kaminski / Hou / ect @ ect, Mike A Roberts / Hou / ect @ ect CC: Subjek: Saya ingin memberi Anda umpan balik. Elena Chilkina telah jauh di atas Call of Duty untuk membantu saya dalam proyek penelitian yang sangat penting. Saya mencoba melakukan beberapa penelitian di pasar bahan bakar global untuk Jeff Shankman. Ketika saya menyebutkan ini kepada Elena, dia sangat membantu dalam membantu saya menyusun beberapa informasi yang sangat berguna tentang pemberitahuan yang sangat singkat. Dia dapat dengan cepat mendefinisikan ruang lingkup proyek dan mengumpulkan beberapa informasi terkait. Karena ini bukan salah satu tugas regulernya, dia menghabiskan banyak jam ekstra untuk membantu kami dalam proyek ini. Saya hanya ingin memberi tahu Anda tentang pekerjaan yang dilakukan dengan baik. Salam, Craig"
ham,"Wharton Hai Jeff! Saya tahu Anda menerima informasi di bawah ini. Selain itu, saya memiliki 2 orang dari layanan broadband yang bertemu kami di sana pada hari Jumat (satu adalah Traci Warner yang mendirikan Rice U Deal). Selanjutnya, saya akan bertemu dengan Amy Briggs tentang Konferensi Kewirausahaan 30 Nov dan Desember. Saya sudah berbicara dengannya dan Tom Piazze dan keduanya secara independen mengkonfirmasi seperti yang Anda duga bahwa kami berkomitmen untuk mensponsori di level $ 10.000. Ini memberi kami hak untuk spanduk, panel, poster, dan yang paling penting, alamat utama. Saya akan membahas alamat utama dengannya tetapi akan menghargai pemikiran Anda terlebih dahulu tentang bagaimana Anda ingin melihat keynote pidato dieksekusi (saran untuk topik, mengusulkan kandidat yang berbicara, ketika di konferensi Anda ingin melihat Enron ' S ucapan, dll). Saya akan meninjau perjalanan dengan Anda saat kami kembali. Terima kasih Jeff! - - Christie. - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - - ' , Anne "","" Cieri, Emily Gohn "","" Weigelt, Keith W "","" Piazze, Donna "","" Tyler, Cara "","" Kunreuther, Howard "","" Wind, Yoram "","" Baltes, Michael "", Musim Dingin , Sidney G ""CC:"" Roberts, Stacey "","" Williams, Dorothy (Wharton) "","" Harker, Patrick "","" 'Kaminski, Vince' "","" 'Patrick, Christie' "","" 'Shankman, Jeff' "" Subjek: Kunjungan oleh Enron, 19 Oktober 2000 Tim eksekutif kunci dari Enron akan berada di kampus pada tanggal 19 Oktober untuk keperluan pertemuan dengan staf kunci dan fakultas untuk mempelajari lebih lanjut tentang sekolah dan bagaimana perusahaan dapat memperoleh yang lebih besar kehadiran di sini. Termasuk dalam kelompok ini adalah: Vince Kaminski, Direktur Riset Christie Patrick, VP, Hubungan Universitas Mike Rosen, Direktur, Kelompok Urusan Universitas Saya telah mengembangkan agenda yang diusulkan untuk kunjungan tersebut. Harap tinjau dan konfirmasi bahwa Anda tersedia untuk bertemu dengan satu atau lebih tim Enron pada waktu yang ditentukan. Jika demikian, berikan saya lokasi pertemuan yang disukai. Jika tidak, silakan alternatif waktu dan lokasi. 8: 00 - 9: 00 Sarapan dengan Donna Piazze dan Keith Weigelt untuk membahas ""Proyek Tiger Team Fap"" The Ivy Grill, Inn di Penn 9: 00 - 10: 30 Pertemuan dengan Raffi Amit, Ian Macmillan, Emily Cieri dan Anne Stamer ke Diskusikan sol c. Snider Entreprenuer Center dan program terkaitnya, kompetisi rencana bisnis dan Webi. . . Ruang Konferensi Lantai 4, Vance Hall? ? ? 10: 30 - 12: 00 Christie dan Mike mengadakan diskusi dengan Cara Tyler, Bob Bonner dan Pat Rose mengenai proses dan prosedur perekrutan. . . Ruang Konferensi CMS 10: 30 -? ? ? Eksekutif broadband bertemu dengan Gerry McCartney dan pejabat universitas lainnya untuk membahas kebutuhan kampus, proyeksi penggunaan di masa depan, dll. 10: 30 - 11: 30 Vince Bertemu dengan Sid Winter Reference Jones Center dan Penelitian Terkait 11: 30 - 12: 00 Vince bertemu dengan Howard Kunruether untuk membahas manajemen risiko 12: 00 - 1: 15 PM Makan siang kelompok dengan Jerry Wind di Fakultas Klub Fakultas Untuk membahas program E - Fellows 2: 00 - 3: 00 PM Christie dan Mike bertemu dengan Mike Baltes untuk membahas masalah branding dengan Wharton dan UPENN 5:00 PM Semua akan menghadiri acara makan malam ET Conference Harap konfirmasi kesediaan dan ketersediaan Anda untuk mendukung agenda ini. terima kasih atas bantuan Anda . Tom"
ham,Permintaan yang dikirimkan: Permintaan akses untuk Sandeep. kohli @ enron. com Anda telah menerima email ini karena pemohon menetapkan Anda sebagai manajer mereka. Silakan klik persetujuan untuk meninjau dan bertindak berdasarkan permintaan ini. ID Permintaan: 0000000000225312 Permintaan Buat Tanggal: 3/23/01 9: 52: 03 AM diminta untuk: Sandeep. kohli @ enron. Nama Sumber Daya COM: Visual Studio Enterprise Sumber Daya Jenis: Aplikasi
ham,"Undangan Kelompok Fokus - Pengawas Charlene, Karen: Vince meminta saya untuk memberi tahu Anda bahwa ia tidak akan dapat menghadiri makan siang pada hari Jumat, 8 September. Dia memiliki pertunangan sebelumnya yang tidak bisa dia lewatkan. Saya mencoba menghubungi Constance Charles, tetapi kotak surat suaranya penuh. terima kasih . Koordinator Administrasi Shirley Crenshaw"
ham,"Pertemuan minggu depan Hai teman -teman, Vince berbicara dengan Christie dan mereka berdua tersedia Selasa depan (Hari Permainan) pukul 9 pagi. Bisakah Anda bertemu kemudian untuk mulai menyiapkan garis besar? Apakah Anda akan siap untuk presentasi di pertemuan makan siang kelompok penelitian Kamis depan? Vince akan keluar, tetapi Anda pasti akan mendapatkan beberapa pertanyaan menarik dari orang lain di pertemuan itu, jika Anda siap untuk itu. Beri tahu saya segera, dan kami dapat menjadwalkan Anda untuk Kamis depan. Bicaralah denganmu nanti Ken"
ham,"EBS Research Telecom Rercruiting Effot Hai, Vince Harap berupaya keras Anda untuk memastikan bahwa kami membedakan magang musim panas dan rekan yang diteliti oleh EBS Research. Saya berbicara tentang kompensasi di sini. Ken Rice menyebutkan bahwa EBS sedang dalam proses pengembangan setara teknis dari kumpulan AA kami. Orang -orang riset EBS berpotensi berputar melalui kumpulan ini di masa depan. Saya tidak ingin mengambil risiko kehilangan orang seperti Giuseppe (& mengeluarkan berita bahwa kita rendah - baller) karena kita harus memasukkannya ke dalam set kategori tertentu yang dirancang untuk bisnis energi. Saya menyadari bahwa Anda telah memperkuat diferensiasi seperti itu untuk penelitian secara keseluruhan, tetapi saya pikir itu harus dipindahkan ke atas dalam kasus EBS. Ravi."
ham,"MG Logam: Analisis Kuanto & Risiko Hi Eric, Terima kasih telah kembali kepada saya - Saya percaya ada sejumlah masalah yang harus diatasi untuk memastikan bahwa integrasi berjalan lancar dari manajemen risiko dan perspektif analisis kuantitatif, dan saya telah mengumpulkan A ( tidak berarti melengkung) Daftar: - i) Transfer yang mulus dari sistem kantor depan dan tengah dari opsi eksotis yang menghubungkan perspektif (mis. Pastikan bahwa kami dapat menangkap risiko logam dalam sistem VAR kami (kami akan membutuhkan data historis untuk ini). iii) Pastikan bahwa staf MG pada sisi kuant dan risiko menjadi terbiasa dengan metode dan sistem kami dan sebaliknya tugas -tugas ini akan melibatkan tingkat komunikasi silang yang signifikan dengan kontak yang relevan dalam logam MG, dan karenanya saya berharap untuk memulai proses sebagai sebagai Segera mungkin - saya berharap dapat memainkan peran penuh dari penelitian kuantitatif dan perspektif manajemen risiko untuk memastikan bahwa semuanya berjalan lancar dalam perkembangan baru yang menarik ini, jadi jangan ragu untuk melibatkan saya. Salam Hormat, Penelitian Anjam Ahmad X 35383 Enron Europe Dari: Anjam Ahmad 15/06/2000 16: 18 hingga: Eric Gadd / Lon / ect @ ect CC: Dale Surbey / Lon / ect @ ect, Vince J Kaminski / Hou / ECT / ECT @ ECT Subjek: Analisis & Struktur Kuant untuk Bisnis Logam Dear Eric, Saya mengerti dari Dale bahwa Anda bersama -sama mengatur integrasi logam MG ke Enron Eropa. Dale dan saya pikir itu akan menjadi ide yang baik untuk memastikan bahwa kita sepenuhnya siap dari perspektif penelitian dan penataan kuantitatif sehingga kita dapat ""mulai berjalan"" ketika mereka tiba. Saya akan berterima kasih jika Anda dapat memberikan orang yang menghubungi dalam logam MG yang mungkin menjaga area ini, atau seseorang yang mungkin merasa berguna untuk mendiskusikan dan mengidentifikasi kemungkinan persyaratan pemodelan di masa depan. Terima kasih & salam, Anjam Ahmad Research x 35383"
ham,"Hai Vince! Ya, bertemu untuk makan malam Selasa malam sangat menyenangkan! Saya akan datang pada hari Selasa dari d. C . Dan saya akan naik kereta ke New York pada hari Rabu pagi. Sampai jumpa dan Ken Selasa pukul 5: 30 di Inn di Penn Lobby. Semoga Anda berdua memiliki akhir pekan yang menyenangkan! ! terima kasih ! - - Christie. - - - - - Dikeret oleh Christie Patrick / Hou / ECT pada 02/16 / 2001 11: 23 pagi - - - - - Vince J Kaminski 02/16 / 2001 11: 04 AM TO: Christie Patrick / Hou / ect @ ect CC: Kenneth Parkhill / Na / Enron @ Enron, Vince J Kaminski / Hou / ect @ ECT Subjek: Perihal: Ubah - Video ke Teleconferences - Enron Christie, bertemu pada 5: 30 baik -baik saja dengan saya. Presentasinya di 6: 30. Saya mengirimi Anda pesan tentang makan malam pada hari Selasa. Bisakah Anda bergabung dengan saya dan Ken Parkhill? Vince dari: Christie Patrick pada 02/16/2001 10: 19:00 ke: Vince J Kaminski / Hou / ect @ ect CC: Subjek: Ubah - Video ke Teleconferences - Enron Hai Vince! Terima kasih atas informasi di bawah ini! Saya berbicara dengan Tom Piazze hari ini. Saya akan bertemu dengannya di 3: 30 pada tanggal 20 untuk membahas kontrak Webi. Saya juga akan bertemu dengan broadband Wharton (orang teknis) sebelum pertemuan kami dengan para siswa. Lebih lanjut, saya berharap untuk bertemu dengan orang -orang yang bertanggung jawab atas kompetisi rencana bisnis. Tom menyarankan Anda mungkin ingin memanggil Howard Kurnreuther (sp?) Dan mungkin berhenti untuk menemuinya saat kami berada di Wharton. Saya akan pergi ke Wharton pada hari Selasa; Saya akan mencoba mendapatkan reservasi di Inn di Penn. Saya kemudian akan berangkat Rabu pagi dengan kereta api ke New York. Haruskah kita bertemu di lobi di penginapan di Penn sebelum akan bertemu para siswa (saya pikir pertemuan dengan para siswa pada pukul 6 sore - ish) - - katakanlah, 5: 30? tolong beritahu saya ! Juga, kita masih perlu memberikan jawaban kepada Wharton, apakah kita tertarik dengan investasi $ 50.000 lagi di Efellows. Terima kasih Vince! Selamat menikmati Wekend! - - Christie. - - - - - Dikeret oleh Christie Patrick / Hou / ECT pada 02/16 / 2001 10: 13 pagi - - - - - Vince J Kaminski 02/16 / 2001 10: 06 AM TO: Christie Patrick / Hou / ect @ ect CC: Vince J Kaminski / Hou / ect @ ect, Kenneth Parkhill / Na / Enron @ Enron Subjek: Ubah - Video ke Teleconferences - Enron Fyi Vince - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Vince J Kaminski / Hou / ect pada 02/16 / 2001 10: 06 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - FAP Pada 02/16/2001 08: 35: 22 pagi untuk: Clay Degiacinto, Deepa Mallik, Dennis Feerick, Heather Thorne, Jack Rejtman, Jason Cummins, Kim Whitsel, Nicholas Levitt, Omar Bassel, Ram Vittal, Steve Lessar, Thomas, Tulika Bhalla, Vincent Chen CC: Fap, ""'Vkamins @ Enron. Com'"", ""'Patterm @ Wharton. Upenn. Edu'"" Subjek: Ubah - Video ke Telekonferensi - Enron 3/1 SHDH 215 3/22 SHDH 215 3 / 29 SHDH 215 Harap dicatat bahwa konferensi video yang tersisa yang dijadwalkan dengan Enron telah diubah menjadi telekonferensi karena kesulitan yang kami alami. Tuan rumah telah setuju dan oleh karena itu, kami akan melanjutkan dengan telekonferensi di lokasi / tanggal yang sama seperti yang disebutkan di atas. Setiap pertanyaan, silakan hubungi kantor FAP. Terima kasih, Donna"
